""	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"Otu000557"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulfobacteraceae_ge"
"Otu000109"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"P.palmC41"	"P.palmC41_fa"	"P.palmC41_ge"
"Otu000089"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"uncultured"
"Otu000421"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Sedimenticolaceae"	"Sedimenticola"
"Otu000509"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Milano-WF1B-44"	"Milano-WF1B-44_fa"	"Milano-WF1B-44_ge"
"Otu000679"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosococcales"	"Nitrosococcaceae"	"Cm1-21"
"Otu001054"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosococcales"	"Nitrosococcaceae"	"Cm1-21"
"Otu000489"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000777"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosococcales"	"Nitrosococcaceae"	"SZB85"
"Otu001217"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiomicrospirales"	"Thiomicrospiraceae"	"endosymbionts"
"Otu000538"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiomicrospirales"	"Thiomicrospiraceae"	"endosymbionts"
"Otu000464"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiomicrospirales"	"Thiomicrospiraceae"	"endosymbionts"
"Otu000476"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiomicrospirales"	"Thiomicrospiraceae"	"endosymbionts"
"Otu000296"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Colwelliaceae"	"Colwellia"
"Otu000412"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Colwelliaceae"	"Colwellia"
"Otu001329"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Francisellales"	"Francisellaceae"	"Francisellaceae_unclassified"
"Otu000954"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"
"Otu000549"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionellaceae_unclassified"
"Otu000591"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionellaceae_ge"
"Otu001108"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	"Aquicella"
"Otu000129"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	"Candidatus_Berkiella"
"Otu000118"	"Bacteria"	"Chloroflexi"	"KD4-96"	"KD4-96_or"	"KD4-96_fa"	"KD4-96_ge"
"Otu000191"	"Bacteria"	"Chloroflexi"	"KD4-96"	"KD4-96_or"	"KD4-96_fa"	"KD4-96_ge"
"Otu001207"	"Bacteria"	"Chloroflexi"	"KD4-96"	"KD4-96_or"	"KD4-96_fa"	"KD4-96_ge"
"Otu000693"	"Bacteria"	"Chloroflexi"	"KD4-96"	"KD4-96_or"	"KD4-96_fa"	"KD4-96_ge"
"Otu000698"	"Bacteria"	"Chloroflexi"	"KD4-96"	"KD4-96_or"	"KD4-96_fa"	"KD4-96_ge"
"Otu000282"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiohalorhabdales"	"Thiohalorhabdaceae"	"uncultured"
"Otu000958"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiohalorhabdales"	"Thiohalorhabdaceae"	"uncultured"
"Otu000844"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"uncultured"	"uncultured_ge"
"Otu000469"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"uncultured"
"Otu000068"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"UBA10353_marine_group"	"UBA10353_marine_group_fa"	"UBA10353_marine_group_ge"
"Otu000144"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Cocleimonas"
"Otu000026"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"B2M28"	"B2M28_fa"	"B2M28_ge"
"Otu000855"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"B2M28"	"B2M28_fa"	"B2M28_ge"
"Otu000734"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"AT-s2-59"	"AT-s2-59_fa"	"AT-s2-59_ge"
"Otu000113"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000051"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"
"Otu000099"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"
"Otu001500"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"
"Otu000934"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000236"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000298"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"	"Gammaproteobacteria_unclassified"
"Otu000279"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"
